0	428.7702833	1
74.1046284	434.945669	0.999613915
148.2075732	441.1209144	0.999252293
222.3138864	447.2964405	0.998909551
296.4218844	453.472107	0.998569766
370.536618	459.6483348	0.998206233
444.6513516	465.8245626	0.99779749
519.8865228	472.0941602	0.997344198
592.8774504	478.1767375	0.996870122
667.0022892	484.3538074	0.996314186
741.1389156	490.5318596	0.995612112
815.2830012	496.7105334	0.99470014
889.45734	502.8917283	0.99345772
963.6852084	509.077384	0.991616868
1037.960352	515.2669793	0.988853833
1112.330647	521.4645039	0.984707689
1180.05649	527.1083241	0.97912708
1239.452381	532.0579817	0.972181978
1283.44951	535.7244091	0.965445709
1323.565129	539.0673774	0.957860186
1359.009712	542.0210926	0.949739921
1391.684351	544.7439792	0.941008735
1394.915706	545.0132588	0.940023687
1417.956696	546.9333413	0.932107425
1436.915974	548.5132811	0.924854932
1456.289948	550.127779	0.916616866
1471.622926	551.4055271	0.909422174
1493.177083	553.2017069	0.898301241
1506.453792	554.3080993	0.890795805
1524.068774	555.7760145	0.880036371
1537.114798	556.8631831	0.871495557
1555.920382	558.4303151	0.858210522
1580.866943	560.5091952	0.838983209
1597.36068	561.8836733	0.824626813
1597.870412	561.926151	0.824170956
1601.308571	562.2126642	0.821176691
1604.62095	562.4886958	0.81808402
1615.277476	563.3767396	0.807391652
1625.910846	564.2628538	0.79622833
1633.194271	564.8698059	0.788244847
1643.818379	565.7551482	0.776112164
1654.433224	566.6397186	0.763520034
1661.674968	567.2431973	0.754612978
1675.621232	568.405386	0.736872695
1682.793508	569.0030756	0.727468853
1700.145599	570.4490832	0.704011645
1717.496742	571.8950118	0.679794759
1751.971939	574.7679449	0.630155991
1801.554108	578.8997923	0.55909852
1804.563964	579.1506136	0.554918674
1817.740666	580.2486721	0.536992383
1827.376771	581.0516809	0.524201287
1836.969652	581.8510876	0.511873495
1849.869251	582.9260542	0.495900476
1859.388031	583.7192859	0.484590038
1872.23823	584.7901358	0.469991421
1874.964498	585.0173248	0.467042934
1887.799259	586.0868882	0.45387069
1900.624758	587.1556798	0.441419637
1903.354112	587.383126	0.438921399
1916.204312	588.453976	0.427858611
1925.720005	589.2469504	0.420164136
1935.254222	590.0414685	0.412931688
1944.810053	590.8377877	0.406144406
1957.751333	591.9162277	0.39755612
1964.015882	592.4382735	0.393670085
1977.00965	593.5210875	0.386143198
1986.695156	594.328213	0.38090842
1999.645699	595.4074249	0.374435479
2019.366113	597.0507927	0.365440614
2027.401934	597.7204445	0.362078688
2053.533304	599.8980586	0.352120585
2066.937244	601.0150536	0.347524883
2098.519057	603.6468714	0.337820881
2138.492905	606.9780254	0.327032659
2188.614944	611.154862	0.315350615
2252.215318	616.4548931	0.302739933
2326.015126	622.6048771	0.290362746
2399.917664	628.763422	0.279601428
2473.899354	634.9285628	0.269883674
2547.958513	641.1001594	0.260712225
2622.051353	647.2745627	0.251738545
2696.176192	653.4516326	0.242753243
2770.311134	659.6295445	0.233624488
2844.516809	665.8133507	0.224086239
2918.752798	671.9996831	0.213819959
2992.986428	678.185819	0.202740478
3067.260125	684.3752937	0.190720394
3147.442764	691.0571803	0.176719343
3212.806462	696.5041551	0.164284324
3256.194161	700.1197967	0.155720005
3276.991038	701.8528698	0.151149527
3351.376912	708.0516926	0.132033139
3425.604479	714.2373232	0.111684059
3499.547435	720.3992362	0.091555493
3559.777134	725.4183778	0.07663506
3599.781682	728.7520901	0.068140975
3633.074168	731.526464	0.062234738
3666.354481	734.2998234	0.057474538
3703.002557	737.3538297	0.053513138
3749.742763	741.2488469	0.050122136
3813.327253	746.5475544	0.047801302
3887.312335	752.7129779	0.046822109
3961.408544	758.887662	0.04626824
4035.516541	765.0633284	0.045749855
4109.619487	771.2385739	0.045245214
4183.714012	777.4131176	0.044797312
4257.811904	783.587942	0.044422377
4331.901376	789.7620646	0.044136391
4406.019478	795.9385731	0.043874755
4480.122424	802.1138186	0.043594645
4554.237157	808.2900464	0.04330671
4628.345154	814.4657128	0.042995086
4702.503674	820.6455895	0.042519359
